"CASE","STARTED","EE01","HH01_01","HH01_02","HH01_03","HH01_04","HH01_05","HH01_06","HH01_07","HH01_08","HH01_09","HH01_10","HH01_11","HH01_12","HH01_13","HH01_14","HH01_15","HH01_16","IV01_01","IV01_02","IV01_03","IV01_04","IV01_05","IV01_06","IV01_07","IV01_08","IV01_09","IV01_10","IV01_11","IV01_12","IV01_13","IV01_14","IV01_15","IV01_16","IV01_17","IV01_18","IV01_19","IV01_20","IV01_21","IV01_22","IV01_23","IV01_24","IV01_25","IV01_26","IV01_27","IV01_28","IV01_29","IV01_30","IV01_31","IV01_32","IV01_33","IV01_34","IV01_35","IV01_36","IV01_37","IV01_38","IV01_39","IV01_40","IV01_41","IV01_42","IV01_43","IV01_44","IV01_45","IV01_46","IV01_47","IV01_48","IV01_49","IV01_50","IV01_51","IV01_52","IV01_53","IV01_54","IV01_55","IV01_56","IV01_57","IV01_58","IV01_59","IV01_60","IV01_61","IV01_62","IV01_63","IV01_64","IV01_65","IV01_66","IV01_67","IV02_01","IV02_02","IV02_03","KV01","KV02","KV03","KV04","KV05","KV06","RA01_01","RA01_02","SA01_01","SA02_01","SA03_01","SA04_01","SA05_01","SA06_01","SA07_01","SA08_01","SA09_01","SA10_01","SA11_01","SA12_01","SA13_01","SA14_01","SA15_01","SA16_01","SA17_01","SA18_01","SA19_01","SA20_01","SA21_01","SA22_01","SA23_01","SA24_01","SA25_01","SA26_01","SA27_01","SA28_01","SA29_01","SA30_01","SA31_01","SA32_01","SA33_01","SA34_01","SA35_01","SA36_01","SA37_01","SA38_01","SA39_01","SA40_01","SA41_01","SA42_01","SA43_01","SA44_01","SA45_01","SA46_01","SA47_01","SA48_01","SA49_01","SA50_01","SA51_01","SA52_01","SA53_01","SA54_01","SA55_01","SA56_01","SA57_01","SA58_01","SA59_01","SA60_01","SA61_01","SA62_01","SA63_01","SA64_01","SA65_01","SA66_01","SA67_01","SV01","SV02","SV03","SV04","SV05","SV06","SV07","SV08","SV09","SV10","SV11","SV12","SV13","SV14","SV15","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME011","TIME012","TIME014","TIME015","TIME017","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","TIME026","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","TIME044","TIME045","TIME046","TIME047","TIME048","TIME049","TIME050","TIME051","TIME052","TIME053","TIME054","TIME055","TIME056","TIME057","TIME058","TIME059","TIME060","TIME061","TIME062","TIME063","TIME064","TIME065","TIME066","TIME067","TIME068","TIME069","TIME070","TIME071","TIME072","TIME073","TIME074","TIME075","TIME076","TIME077","TIME078","TIME079","TIME080","TIME081","TIME082","TIME083","TIME084","TIME085","TIME086","TIME087","TIME_SUM","LASTDATA","LASTPAGE","MISSING","MISSREL","TIME_RSI"
2093,"14.12.2023 11:17",1,2,2,4,4,4,3,3,2,2,4,2,2,5,2,2,2,64,31,16,33,62,44,19,27,41,20,58,18,12,43,11,52,53,37,60,42,56,67,39,34,1,14,35,66,51,40,26,50,7,63,3,61,46,45,24,48,22,13,8,32,29,17,10,30,55,47,6,28,9,21,5,57,36,59,2,38,25,65,15,4,54,49,23,0,0,1,20,2,4,1,2,1,3,7,14,18,1,11,21,91,6,22,78,17,16,13,101,17,8,78,86,22,29,14,101,1,22,10,65,22,24,13,17,13,15,17,84,83,101,101,83,81,98,91,89,25,1,13,12,8,83,91,94,89,101,79,101,92,35,16,1,1,1,101,85,88,85,101,79,19,86,1,9,1,1,1,9,6,6,4,7,5,8,5,3,2,8,24,7,87,131,15,250,30,12,32,40,11,43,7,7,11,37,158,5,39,39,5,14,11,11,23,19,66,57,7,5,8,6,13,12,7,8,106,16,100,20,5,9,9,5994,6,107,11,20,7,6,36,6,9,39,24,12,50,7,13,15,22,5,728,9,102,16,19,9,10,13,5,29,11,13,22,20,7,14,18,17,15,70,1562,"14.12.2023 13:48",87,1,0,0.65
2096,"14.12.2023 13:20",1,4,2,4,4,4,1,1,4,2,4,2,1,4,2,1,2,16,10,2,38,1,25,52,60,35,48,59,21,57,61,3,65,42,30,58,63,39,11,4,40,67,9,7,23,64,43,62,13,49,15,28,55,36,46,41,27,50,56,32,47,6,18,8,45,24,29,44,66,17,20,33,19,5,34,26,51,37,14,54,12,22,31,53,0,0,0,26,2,4,1,1,1,7,5,8,3,8,1,94,94,91,86,94,99,98,94,99,99,101,101,100,91,99,97,93,101,101,96,99,101,101,101,6,1,5,5,13,91,101,101,100,97,96,101,97,6,6,2,1,91,12,96,100,101,101,101,94,101,1,10,1,1,1,5,99,97,92,96,101,99,101,3,9,9,6,1,2,2,9,2,3,9,9,8,1,6,74,25,70,159,84,8,174,34,13,61,30,21,13,60,8,14,7,6,24,6,17,12,16,5,3,7,5,3,11,3,4,9,3,6,3,31,6,6,4,6,41,4,5,6,6,7,6,4,8,4,4,3,4,6,3,5,6,5,5,7,6,3,3,5,4,7,4,5,5,11,6,3,5,4,4,6,7,23,8,4,3,27,96,1404,"14.12.2023 13:44",87,1,0,1.08
2097,"14.12.2023 13:27",1,4,1,3,5,3,1,3,5,2,5,1,1,1,1,3,2,9,10,12,52,28,49,54,42,6,14,1,63,7,23,20,56,15,59,57,50,55,21,66,39,45,60,18,48,30,65,43,4,36,17,67,62,24,13,26,8,58,25,47,22,44,27,3,31,16,11,19,51,2,64,53,35,41,37,33,5,32,46,61,38,40,34,29,0,0,0,22,2,4,1,1,1,5,3,38,1,1,1,16,28,27,1,84,74,1,1,101,80,101,101,101,101,101,101,101,61,101,101,53,36,51,47,22,16,22,101,55,71,101,101,101,101,101,101,34,36,22,1,1,73,77,101,101,78,85,101,101,73,50,41,30,31,75,101,101,101,64,63,101,101,53,1,9,9,5,5,9,6,5,4,7,5,8,5,3,1,5,27,58,53,138,7,102,3,33,15,29,8,18,43,7,5,7,3,5,13,7,6,66,9,26,4,30,6,8,2,9,7,2,4,2,11,3,5,5,4,8,5,8,7,7,13,16,5,3,3,5,10,3,7,7,5,10,8,3,6,28,7,5,9,8,3,12,6,9,10,7,14,13,14,3,4,5,4,3,4,5,17,21,1061,"14.12.2023 13:46",87,1,0,1.15
2101,"14.12.2023 21:08",1,3,2,3,4,5,2,2,3,2,5,1,2,5,3,2,1,40,21,31,43,25,2,11,20,49,53,46,16,61,50,18,37,4,51,66,62,55,56,41,54,64,15,13,57,9,60,12,1,22,45,27,36,14,5,6,44,8,52,7,58,28,59,65,24,38,35,33,39,10,48,34,17,30,3,42,19,29,26,63,23,32,47,67,0,1,0,20,2,4,1,2,2,6,3,18,1,14,73,101,84,101,101,77,14,24,100,101,79,71,72,101,19,80,17,72,21,25,77,67,101,101,18,101,19,1,19,1,72,101,77,101,19,101,101,101,24,1,17,1,85,88,101,78,19,73,72,101,81,29,1,1,1,73,1,101,101,75,101,78,73,67,1,8,9,4,4,9,6,5,4,7,5,9,5,3,4,113,25,56,152,126,20,160,141,24,200,85,15,14,85,3,5,356,3,6,22,6,4,4,9,5,10,6,4,186,31,9,17,4,6,3,8,5,2,9,5,4,6,5,5,7,79,10,41,8,9,6,30,15,3,5,15,18,4,3,4,7,26,5,14,339,3,5,3,3,36,26,20,3,11,26,80,653,13,5,13,10,73,31,1966,"14.12.2023 22:09",87,0,0,0.88
2106,"15.12.2023 08:45",1,4,2,1,4,1,1,1,4,4,5,3,1,3,1,1,4,67,1,5,10,22,35,40,50,29,34,38,36,44,53,51,52,6,43,64,58,11,41,59,48,16,60,57,47,66,49,7,56,15,8,4,32,63,25,20,26,61,31,55,30,46,23,21,39,13,3,27,12,19,37,33,9,17,2,62,45,24,14,54,18,42,28,65,0,0,0,21,2,4,1,2,1,5,3,8,1,16,1,12,32,1,1,16,82,1,82,84,89,84,86,1,101,101,101,101,86,101,33,51,1,1,1,8,17,82,1,18,101,79,101,89,101,101,101,101,49,10,15,1,15,82,101,101,101,101,101,101,101,49,101,51,1,101,101,101,101,101,101,101,101,89,1,9,9,4,3,7,6,5,1,6,6,9,5,3,2,116,75,79,131,92,30,200,181,19,108,52,20,8,98,7,7,5,2,6,6,5,2,9,3,6,6,4,4,5,3,3,4,3,7,7,7,6,8,8,6,2,3,5,9,6,3,6,6,8,3,6,4,5,3,3,7,6,7,2,3,6,3,3,2,4,8,3,7,4,3,6,5,3,3,3,4,3,3,4,6,6,37,15,1586,"15.12.2023 09:11",87,1,0,1.29
2108,"15.12.2023 10:03",1,2,5,4,5,2,2,1,5,1,5,1,1,5,4,1,1,27,29,49,16,66,48,12,2,36,30,46,52,40,20,43,14,37,1,23,58,21,25,41,11,50,31,42,3,22,64,63,13,39,56,19,62,57,59,4,61,53,47,51,67,35,15,9,18,26,17,28,7,32,44,24,8,33,38,34,60,65,10,54,55,45,6,5,0,0,0,27,2,6,1,2,1,7,7,1,2,1,1,1,101,1,101,1,101,101,101,101,81,99,101,101,101,89,101,101,101,101,101,101,101,101,101,1,3,2,1,2,101,101,101,101,101,101,101,101,1,1,1,2,1,1,101,101,101,101,101,101,101,1,1,2,2,1,1,101,101,101,50,101,101,101,1,9,9,4,5,9,6,5,4,7,5,8,5,3,2,7,12,2,59,80,4,236,2,43,145,57,29,53,154,3,3,3,4,5,4,6,10,3,4,5,3,3,3,5,3,2,23,3,5,8,3,22,4,3,3,4,8,3,3,3,5,3,5,4,5,3,3,6,3,2,3,3,5,3,4,8,4,3,3,3,5,2,4,4,5,3,2,2,8,4,6,5,6,4,5,6,45,25,1266,"15.12.2023 10:24",87,1,0,1.52
2115,"15.12.2023 16:59",1,4,2,2,5,2,2,2,4,4,4,2,2,2,2,2,2,31,50,29,36,35,10,67,34,8,15,18,56,38,57,64,47,66,59,24,6,5,62,22,33,44,37,4,55,58,53,51,48,20,45,61,11,46,52,3,27,12,25,43,40,23,42,63,19,54,28,41,1,49,65,30,32,21,17,13,26,16,39,7,60,9,2,14,0,0,0,26,1,4,1,1,1,7,3,21,6,9,2,20,25,1,1,62,15,85,1,101,100,76,100,101,96,88,59,101,70,65,95,61,1,84,1,61,26,9,6,92,78,101,101,101,101,100,94,35,77,15,5,1,72,85,101,97,100,99,100,91,91,36,91,1,101,4,2,101,101,101,100,101,97,87,1,9,9,9,1,9,6,5,4,9,5,8,5,3,1,1990,24,96,122,221,8,225,52,15,187,18,41,22,74,28,9,14,16,36,25,23,25,136,36,20,8,16,7,27,32,17,12,107,64,35,19,59,34,16,32,41,14,22,43,15,24,28,46,17,23,10,28,24,9,34,17,24,9,20,17,17,28,11,11,11,33,26,26,21,17,17,17,203,21,33,18,68,36,27,25,23,135,30,2355,"15.12.2023 18:27",87,0,0,0.38
2120,"15.12.2023 21:54",1,4,3,3,3,3,3,4,4,4,3,3,3,3,3,4,4,32,62,57,65,12,64,14,36,33,26,48,59,16,17,38,52,47,46,40,3,42,45,50,43,6,22,66,11,21,8,19,34,30,4,13,54,58,41,5,20,56,61,55,35,28,7,27,39,24,63,10,29,51,60,67,1,31,18,25,15,2,37,53,23,9,44,49,0,2,0,21,2,4,2,2,1,4,6,1,1,5,1,14,2,1,2,64,10,1,1,101,93,101,96,101,10,7,14,93,15,1,1,69,24,1,2,1,8,5,5,10,92,101,101,101,101,97,101,100,1,1,1,1,101,101,101,101,101,101,101,101,100,3,21,1,1,101,101,101,101,101,101,101,1,101,1,7,9,5,4,9,6,5,2,3,6,9,8,2,3,48,10,33,56,58,8,69,16,22,37,30,14,8,37,3,3,3,3,3,2,3,3,4,4,3,3,2,3,3,4,4,3,4,8,2,2,3,3,6,4,2,4,4,4,4,3,2,6,4,4,2,2,6,2,3,3,3,3,3,7,4,3,3,2,3,3,2,2,3,11,3,3,3,3,6,4,3,3,3,4,2,10,18,706,"15.12.2023 22:06",87,1,0,1.83
2128,"16.12.2023 13:32",1,2,2,1,4,1,2,2,4,2,2,1,2,2,2,3,1,18,58,16,21,52,25,47,30,24,53,39,54,6,27,55,63,56,19,51,26,42,67,59,46,12,17,13,49,31,15,57,45,40,1,20,5,43,28,32,29,44,11,36,7,33,38,35,4,60,9,14,66,23,64,8,3,34,2,50,62,61,10,41,48,65,22,37,0,0,0,20,2,4,1,NA,NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,78,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,5,3,7,9,6,5,4,7,5,8,5,3,2,8,17,34,44,73,3,222,5,61,2,22,3,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,7,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,"16.12.2023 13:42",31,0,0,1.49
2189,"16.12.2023 21:47",1,4,1,3,5,2,1,1,5,3,1,1,1,2,1,1,1,58,13,5,53,2,8,38,26,40,60,54,31,57,33,34,7,62,17,61,12,55,30,51,10,29,24,16,41,20,52,37,15,36,19,63,28,47,50,32,23,42,1,11,67,21,45,3,14,49,27,48,43,18,4,46,65,22,25,9,59,56,6,44,66,64,35,39,0,0,0,21,2,4,1,2,1,5,3,2,5,4,1,19,101,2,2,8,5,4,1,101,85,8,10,101,66,17,6,85,14,6,6,50,1,1,6,11,2,3,1,4,17,101,101,20,68,98,101,98,12,101,2,1,16,74,101,101,101,77,97,92,92,51,2,1,1,42,99,101,101,96,101,100,97,93,1,9,9,7,3,9,5,8,2,7,6,8,6,3,5,79,25,95,181,210,8,241,33,12,91,91,17,10,70,8,7,10,13,25,12,7,9,12,11,12,8,7,15,10,16,9,28,13,74,8,9,16,10,13,8,23,8,12,14,5,9,6,9,6,6,14,11,6,7,8,32,11,6,10,9,8,8,18,5,19,5,10,8,6,6,8,5,23,6,9,9,8,5,4,7,13,25,27,1919,"16.12.2023 22:20",87,1,0,0.7
2209,"17.12.2023 12:01",1,4,5,2,5,2,3,3,5,3,3,3,1,5,4,4,2,47,31,58,8,50,48,11,3,63,29,6,45,19,59,66,56,18,33,52,20,23,57,27,10,28,15,39,46,14,41,13,30,5,49,16,24,51,25,54,67,62,2,21,7,42,44,38,65,40,22,26,34,61,53,36,9,37,17,35,1,60,32,43,12,4,64,55,0,0,1,24,2,6,1,1,1,5,4,1,1,6,96,1,1,3,99,1,6,100,1,97,92,91,94,94,97,94,100,98,101,97,96,96,100,96,101,3,1,6,1,3,1,94,101,92,97,94,94,89,8,1,10,1,3,3,93,96,98,99,100,93,99,5,3,1,4,14,93,91,101,95,50,95,97,91,5,5,9,6,1,1,1,9,1,1,9,9,9,1,9,7,11,31,27,22,5,105,13,11,9,15,6,21,10,3,3,4,3,3,3,3,2,2,2,3,5,3,3,2,3,5,3,3,4,2,4,2,6,3,4,3,3,4,3,4,3,4,3,3,3,3,3,2,3,3,5,2,3,2,3,3,3,3,3,2,4,3,3,3,8,5,2,4,13,3,2,3,4,3,3,3,10,39,567,"17.12.2023 12:10",87,1,0,1.98
2219,"17.12.2023 12:40",1,4,4,3,3,2,2,4,4,2,3,1,2,4,5,4,2,4,45,59,26,30,57,46,9,6,53,38,7,33,37,52,20,61,42,25,34,65,60,24,28,17,29,15,31,11,44,35,2,3,18,12,54,23,64,32,5,27,55,58,63,16,40,39,1,13,62,48,8,50,43,19,49,66,47,22,51,41,67,14,36,21,56,10,0,0,0,23,1,4,1,2,1,7,4,1,1,1,1,21,1,1,1,95,19,1,1,101,101,101,101,101,101,101,101,101,101,101,101,50,101,1,1,75,1,1,1,93,79,101,101,101,101,101,101,101,81,1,1,1,96,101,101,101,101,101,101,101,101,36,1,1,1,91,101,16,101,101,101,101,1,101,1,9,9,9,1,1,1,9,1,1,9,9,9,1,9,8,87,57,62,42,8,124,45,17,25,17,12,18,32,22,12,6,4,18,16,9,7,23,34,9,22,5,6,5,6,4,3,10,4,4,6,3,4,16,27,14,10,62,10,11,14,25,25,8,4,5,4,4,13,18,32,7,5,9,15,22,27,7,4,5,7,9,8,24,9,7,4,22,24,3,3,7,7,4,5,13,22,23,1345,"17.12.2023 13:03",87,1,0,0.89
2231,"17.12.2023 13:36",1,2,4,4,3,2,2,1,4,3,4,1,3,3,2,1,2,34,54,31,65,12,1,21,16,13,2,15,10,41,6,42,37,40,53,23,24,35,27,11,30,25,36,7,46,67,58,66,45,20,56,18,28,50,8,44,33,43,48,19,59,51,38,9,4,3,47,29,63,62,60,17,49,64,26,14,5,57,39,55,61,22,32,52,1,0,0,22,2,4,1,2,1,4,5,1,11,12,1,71,1,1,2,48,10,13,1,101,100,101,78,101,72,101,100,101,83,97,82,75,71,2,1,21,43,1,1,65,69,101,101,100,101,101,101,13,75,24,1,1,76,93,101,101,101,101,101,101,30,51,52,1,1,74,97,101,101,101,101,101,101,26,1,9,9,9,1,1,1,9,1,1,9,9,9,1,9,6,15,94,53,23,6,154,28,29,97,18,33,26,49,15,9,11,12,14,21,17,11,21,19,15,12,4,17,5,8,6,21,14,3,11,9,9,10,19,12,15,32,13,19,8,14,26,18,14,6,10,14,4,10,15,10,9,38,11,10,19,5,9,10,17,5,7,12,8,19,5,15,17,23,11,9,9,9,9,15,11,18,20,1502,"17.12.2023 14:02",87,1,0,0.72
2237,"17.12.2023 15:37",1,4,2,3,5,2,1,2,4,2,5,1,1,3,2,1,1,23,33,40,13,58,17,2,12,42,53,7,35,8,38,3,39,61,44,30,45,54,49,43,37,6,55,64,34,31,22,25,24,62,1,48,29,36,50,66,16,4,27,15,19,41,20,18,46,57,10,47,26,52,9,21,28,32,59,67,65,56,60,5,51,63,14,11,0,0,1,22,2,4,1,2,1,8,3,80,66,85,78,82,81,101,96,98,92,97,14,100,99,101,100,101,101,101,97,101,101,101,100,101,98,100,100,27,35,38,23,76,86,101,101,101,100,101,100,100,16,17,17,11,52,100,98,101,101,101,101,100,101,3,2,1,2,2,4,101,100,101,55,101,101,101,2,8,9,5,5,8,6,5,4,7,5,8,5,3,3,14,16,18,97,63,6,88,6,30,4,15,12,30,5,6,3,4,4,3,5,6,8,3,3,4,3,4,3,5,2,3,4,3,13,3,2,3,2,3,3,2,4,4,6,46,4,4,23,3,4,3,2,3,3,7,106,4,4,3,4,3,3,3,6,3,4,3,3,4,3,3,3,3,3,2,2,3,6,2,4,3,11,11,701,"17.12.2023 15:51",87,1,0,1.72
2246,"17.12.2023 17:41",1,2,5,4,3,4,4,1,3,1,2,1,1,5,5,1,2,66,47,36,19,63,21,42,58,11,6,67,9,29,34,1,44,24,33,35,25,59,16,60,38,32,12,45,22,7,27,46,65,64,30,31,55,18,54,15,37,39,13,49,5,26,41,8,14,48,40,61,57,17,4,23,3,28,52,56,10,53,2,62,20,43,50,51,0,0,0,23,1,4,1,1,1,8,1,83,1,1,1,68,2,1,2,79,1,2,1,101,92,89,101,101,90,86,27,100,25,101,16,51,1,3,2,1,2,1,1,72,74,101,101,100,101,101,101,101,61,23,1,2,81,101,101,100,101,101,101,75,101,52,1,2,1,101,101,101,101,101,101,101,101,101,1,9,9,1,5,9,9,5,2,9,5,9,5,3,1,24,32,60,121,157,11,136,31,11,51,13,14,13,50,13,5,5,7,13,7,5,6,12,21,5,8,10,8,24,8,7,9,8,20,9,11,12,15,11,16,9,7,14,6,10,7,9,10,6,6,14,10,8,7,12,21,10,10,6,13,13,8,8,8,9,7,11,15,12,19,8,7,6,8,5,27,10,9,12,7,7,22,13,1445,"17.12.2023 18:05",87,1,0,0.76
2271,"18.12.2023 08:39",1,2,5,4,4,4,2,1,5,2,5,1,1,4,2,1,2,39,13,17,8,15,60,40,22,53,7,43,32,59,9,52,46,63,26,1,34,33,56,44,25,11,30,51,4,58,36,48,49,27,3,50,65,37,29,16,64,55,41,6,38,23,54,47,66,42,57,28,61,35,12,14,62,19,67,10,21,20,45,2,5,24,18,31,0,0,0,22,2,4,1,1,1,6,3,32,30,16,1,88,34,39,33,74,101,77,31,85,101,78,63,89,42,80,77,81,68,27,34,46,41,64,3,10,36,31,25,75,82,75,81,85,79,83,76,73,31,1,31,31,69,72,91,78,74,73,78,83,66,39,28,23,5,75,90,91,79,79,101,94,76,77,1,9,8,4,5,9,6,5,4,7,5,8,5,2,2,6,21,59,92,79,7,140,35,35,395,38,11,12,92785,11,10,6,5,6,5,4,5,6,5,7,7,4,2,3,3,3,5,17,4,5,7,4,4,12,5,7,9,6,6,4,3,8,10,5,3,8,5,4,4,3,5,5,3,5,6,3,3,5,4,4,5,6,6,15,4,12,3,10,3,5,3,6,9,5,6,10,16,14,1060,"19.12.2023 10:48",87,1,0,1.19
2274,"18.12.2023 09:00",1,4,1,3,5,1,1,3,5,4,4,1,1,2,1,3,1,4,35,63,36,34,49,62,53,45,25,40,32,26,50,11,9,59,31,1,16,52,15,44,30,3,65,56,43,2,54,66,47,19,38,7,5,14,10,29,8,6,41,12,23,24,46,57,21,55,13,48,67,60,42,37,27,28,22,17,64,51,39,20,58,18,33,61,1,1,6,20,2,4,1,2,1,10,7,6,54,88,89,60,51,83,30,73,46,25,8,96,80,101,92,101,95,52,98,100,95,50,100,52,80,61,52,53,42,101,43,7,99,96,101,96,98,99,97,98,70,6,2,97,47,77,95,84,96,68,72,92,52,50,3,101,3,99,97,89,99,101,101,100,91,81,1,9,9,1,5,9,6,5,4,7,5,8,5,3,1,7,18,8,101,48,7,109,2,115,4,150,2,75,30,40,7,5,6,11,12,8,8,9,9,8,6,3,9,6,6,8,6,39,14,7,4,11,9,5,15,7,7,8,13,10,9,9,9,4,12,9,14,4,5,4,8,4,6,4,7,8,4,7,3,9,14,12,9,8,7,4,5,6,8,10,7,4,7,13,7,11,9,31,1270,"18.12.2023 09:22",87,1,0,1.01
2309,"18.12.2023 13:15",1,2,3,3,4,2,2,1,4,2,3,1,2,4,2,1,1,57,61,33,16,39,4,45,31,59,36,66,29,28,12,24,47,58,5,48,50,10,46,60,40,18,64,25,51,53,1,52,14,23,41,3,7,35,6,26,20,62,38,11,56,67,54,63,42,55,37,34,32,27,19,15,22,9,65,17,8,13,43,21,44,30,49,2,0,0,0,21,2,4,1,2,1,3,3,8,14,4,2,14,5,10,5,39,8,9,1,92,90,91,94,96,84,91,8,93,91,10,8,52,14,11,1,7,1,6,1,89,92,101,93,91,98,94,88,88,24,8,3,8,91,95,93,92,95,89,92,90,87,50,10,5,6,92,101,99,99,93,100,94,95,101,1,9,9,9,1,1,6,5,4,7,5,8,5,1,3,803,25,32,182,243,11,147,33,14,92,16,11,15,25,7,7,12,10,15,24,5,12,43,7,19,10,10,11,16,25,13,18,12,9,15,11,27,6,19,5,6,8,9,52,8,9,17,10,33,14,12,40,13,23,15,17,24,19,5,41,17,7,9,9,14,12,7,13,19,7,17,4,23,18,12,9,9,7,7,8,28,16,31,1801,"18.12.2023 14:00",87,1,0,0.64
2315,"18.12.2023 14:52",1,3,4,4,5,3,4,1,5,2,4,1,1,5,2,2,1,37,66,46,15,67,13,45,36,28,58,44,53,56,43,5,42,14,29,18,23,55,8,51,31,54,4,2,59,40,6,16,1,39,50,19,7,64,35,25,20,65,11,34,62,9,49,32,24,26,60,41,3,57,52,10,33,27,48,63,12,47,17,22,61,21,38,30,0,0,0,21,1,4,1,2,1,8,4,97,85,91,96,93,92,101,93,101,100,2,101,22,12,11,101,99,101,101,101,43,101,28,101,101,101,101,101,89,86,85,101,98,101,101,101,101,101,101,101,101,64,76,88,77,85,101,1,101,101,101,101,101,101,1,1,1,2,1,93,101,43,101,101,101,69,101,1,8,9,5,5,9,6,5,4,7,5,8,5,3,2,267,17,53,148,212,87,285,69,15,67,64,25,11,34,8,5,3,4,43,3,4,4,9,3,2,4,2,3,2,4,3,3,2,3,2,2,2,18,2,5,11,2,7,12,4,24,4,6,4,3,3,3,2,4,3,14,4,10,5,4,3,2,3,2,3,5,3,2,5,3,7,3,8,4,2,3,2,3,3,3,5,14,43,1433,"18.12.2023 15:21",87,1,0,1.54
2325,"18.12.2023 20:29",1,4,5,2,4,3,2,5,4,4,4,1,1,2,5,4,1,62,27,31,36,41,13,17,1,19,32,63,11,5,24,2,50,52,58,29,46,51,61,56,45,42,65,30,4,14,54,10,28,3,53,34,21,26,44,25,43,47,35,38,12,16,55,64,15,7,22,49,23,37,39,59,9,20,6,18,8,33,57,40,60,66,67,48,2,20,1,21,2,6,1,2,1,4,6,7,10,5,8,1,10,18,14,97,95,6,11,89,95,101,86,101,101,100,97,89,101,101,99,96,101,95,95,11,1,13,6,1,1,97,93,98,92,96,90,96,5,1,14,2,1,1,89,91,96,92,98,94,98,1,10,6,6,91,12,98,101,97,101,101,98,88,1,9,9,5,5,5,3,5,1,1,7,9,8,1,1,10,22,69,236,50,9,122,54,54,27,207,30,26,51,4,4,5,5,4,10,7,15,6,7,2,5,5,3,13,3,2,5,3,3,3,3,3,3,4,2,5,3,3,3,7,4,4,4,4,3,3,2,3,2,2,7,91,7,3,5,4,3,6,4,3,4,6,2,2,9,5,2,3,6,4,2,2,2,2,3,2,41,15,1309,"18.12.2023 20:52",87,1,0,1.56
2337,"19.12.2023 08:00",1,4,5,3,4,4,1,2,5,2,4,1,1,1,4,2,2,10,47,19,48,12,16,36,52,35,64,56,39,1,25,34,38,42,58,28,6,45,4,23,22,59,24,11,5,8,18,50,30,17,20,40,51,61,62,31,2,3,54,26,53,60,21,9,44,7,13,66,41,63,55,15,14,43,49,37,57,33,32,29,27,46,65,67,0,0,0,19,2,4,1,2,1,5,7,88,10,1,3,11,3,8,4,22,22,14,2,101,85,96,71,82,72,92,5,70,101,88,7,52,21,12,1,11,5,1,1,1,88,96,100,90,93,92,101,101,35,7,6,7,68,84,93,101,101,93,100,85,77,51,1,3,2,101,87,101,98,101,101,100,81,82,1,8,9,4,5,8,6,5,4,7,5,7,5,3,3,41,25,63,81,54,7,167,25,9,48,71,21,13,53,7,9,5,5,6,12,10,5,9,7,5,21,18,6,6,8,7,5,17,5,5,14,10,5,5,4,7,12,8,13,7,6,9,9,4,6,6,3,14,9,3,9,4,4,8,17,6,4,5,4,5,8,6,6,5,9,7,10,8,24,4,5,4,9,4,4,9,20,30,1248,"19.12.2023 08:21",87,1,0,0.96
2340,"19.12.2023 08:38",1,3,3,2,4,2,4,4,5,2,2,2,2,4,1,2,1,53,54,32,47,25,7,66,13,8,40,50,14,38,36,16,2,56,23,65,3,64,18,22,59,24,43,1,44,52,46,30,45,27,67,33,63,28,20,58,61,10,31,21,4,6,48,29,35,19,41,15,62,55,39,12,57,51,26,37,60,34,17,49,11,9,42,5,0,0,0,21,2,4,1,2,1,3,3,13,18,18,24,14,21,15,23,19,16,30,25,82,78,80,78,80,79,80,77,83,47,24,19,71,21,76,21,28,19,16,18,79,85,83,78,75,77,82,85,80,25,28,23,13,21,81,78,79,83,73,85,79,81,18,14,16,21,77,81,78,76,18,51,81,84,81,2,9,9,5,5,9,6,5,4,7,5,8,5,3,3,39,18,53,97,67,11,144,27,22,44,13,11,12,50,5,4,3,3,6,5,4,14,9,4,5,6,5,3,6,7,4,5,3,15,4,7,3,3,6,8,7,8,7,5,4,3,6,4,5,5,4,5,4,3,3,6,4,9,3,6,3,3,3,4,3,5,4,4,5,7,3,5,4,4,3,4,4,4,3,4,3,15,39,992,"19.12.2023 08:54",87,1,0,1.32
